BURIC Katarina POSITION,BURIC Katarina LAP TIME,BURIC Katarina ELAPSED TIME,Lexi BURKHOLDER POSITION,Lexi BURKHOLDER LAP TIME,Lexi BURKHOLDER ELAPSED TIME,Geneve BELANGER POSITION,Geneve BELANGER LAP TIME,Geneve BELANGER ELAPSED TIME,Anastassiya KRESTOVA POSITION,Anastassiya KRESTOVA LAP TIME,Anastassiya KRESTOVA ELAPSED TIME
3,15.42,15.42,2,15.32,15.32,1,15.23,15.23,4,15.52,15.52
4,11.99,27.41,3,11.97,27.29,2,11.90,27.13,1,11.45,26.97
4,11.13,38.54,3,11.08,38.37,1,11.08,38.21,2,11.25,38.22
4,10.58,49.12,3,10.31,48.68,1,10.21,48.42,2,10.28,48.50
4,10.52,59.64,3,10.00,58.68,1,10.00,58.42,2,10.01,58.51
4,10.84,1:10.48,3,9.90,1:08.58,1,9.86,1:08.28,2,9.91,1:08.42
4,11.26,1:21.74,3,10.11,1:18.69,1,9.88,1:18.16,2,10.06,1:18.48
4,11.93,1:33.67,3,10.50,1:29.19,1,10.16,1:28.32,2,10.34,1:28.82
4,12.33,1:45.999,3,10.52,1:39.704,1,10.34,1:38.659,2,10.73,1:39.545
