Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME,Alexander GERTSIKOV POSITION,Alexander GERTSIKOV LAP TIME,Alexander GERTSIKOV ELAPSED TIME,Andre HARTWIG POSITION,Andre HARTWIG LAP TIME,Andre HARTWIG ELAPSED TIME,Rusty SMITH POSITION,Rusty SMITH LAP TIME,Rusty SMITH ELAPSED TIME
4,6.895,6.895,3,6.827,6.827,2,6.755,6.755,1,6.666,6.666
1,8.978,15.873,4,9.298,16.125,2,9.141,15.896,3,9.271,15.936
2,8.736,24.609,4,8.837,24.961,3,8.777,24.673,1,8.503,24.439
1,8.795,33.403,3,8.822,33.782,4,9.131,33.803,2,8.986,33.424
2,9.03,42.433,4,16.63,50.404,3,9.73,43.530,1,8.91,42.329
