CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME
4,12.81,12.81,3,12.66,12.66,1,12.51,12.51,2,12.57,12.57
4,9.62,22.43,3,9.62,22.28,1,9.70,22.21,2,9.69,22.26
4,9.57,32.00,2,9.46,31.74,3,9.70,31.91,1,9.45,31.71
4,9.47,41.47,2,9.55,41.29,3,9.47,41.38,1,9.50,41.21
4,9.25,50.72,1,9.18,50.47,3,9.25,50.63,2,9.27,50.48
4,9.10,59.82,2,9.18,59.65,3,9.08,59.71,1,9.07,59.55
2,8.92,1:08.74,1,9.01,1:08.66,3,9.04,1:08.75,4,9.48,1:09.03
2,9.15,1:17.89,1,9.14,1:17.80,3,9.28,1:18.03,4,9.47,1:18.50
1,9.14,1:27.023,3,9.35,1:27.147,2,9.12,1:27.143,4,10.32,1:28.820
