ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME,Rozsa DARAZS POSITION,Rozsa DARAZS LAP TIME,Rozsa DARAZS ELAPSED TIME,Sayuri SHIMIZU POSITION,Sayuri SHIMIZU LAP TIME,Sayuri SHIMIZU ELAPSED TIME
1,13.05,13.05,2,13.15,13.15,3,13.28,13.28,4,13.36,13.36
1,10.35,23.40,2,10.34,23.49,3,10.33,23.61,4,10.35,23.71
1,10.18,33.58,2,10.19,33.68,3,10.16,33.77,4,10.19,33.90
1,10.13,43.71,2,10.14,43.82,3,10.15,43.92,4,10.16,44.06
1,9.95,53.66,2,9.93,53.75,3,9.95,53.87,4,9.89,53.95
1,9.80,1:03.46,2,9.81,1:03.56,3,9.78,1:03.65,4,9.79,1:03.74
1,9.91,1:13.37,2,9.94,1:13.50,3,9.95,1:13.60,4,9.98,1:13.72
1,9.86,1:23.23,2,9.83,1:23.33,3,9.82,1:23.42,4,9.82,1:23.54
1,9.90,1:33.130,2,9.90,1:33.223,3,9.89,1:33.305,4,9.84,1:33.374
