Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME
2,7.08,7.08,1,6.75,6.75,4,7.37,7.37,3,7.08,7.08
2,9.10,16.18,1,8.88,15.63,4,9.14,16.51,3,9.19,16.27
2,8.56,24.74,1,8.46,24.09,4,8.56,25.07,3,8.57,24.84
2,8.66,33.40,1,8.67,32.76,4,8.59,33.66,3,8.66,33.50
2,8.87,42.261,1,8.96,41.712,3,8.79,42.441,4,9.18,42.680
