Allison BAVER POSITION,Allison BAVER LAP TIME,Allison BAVER ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,KANG Yun-Mi POSITION,KANG Yun-Mi LAP TIME,KANG Yun-Mi ELAPSED TIME
3,7.375,7.375,2,7.290,7.290,1,6.927,6.927,4,7.576,7.576
3,9.922,17.297,2,9.546,16.836,1,9.456,16.382,4,9.735,17.311
4,9.120,26.416,2,9.288,26.123,1,9.302,25.683,3,9.081,26.391
2,13.691,40.106,4,26.782,52.905,1,9.332,35.015,3,16.380,42.771
2,13.03,53.135,4,16.88,1:09.785,1,10.25,45.257,3,18.30,1:01.067
