CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,Jessica HEWITT POSITION,Jessica HEWITT LAP TIME,Jessica HEWITT ELAPSED TIME,Kimberly DERRICK POSITION,Kimberly DERRICK LAP TIME,Kimberly DERRICK ELAPSED TIME
1,12.66,12.66,2,12.68,12.68,3,12.79,12.79,4,12.97,12.97
1,9.70,22.36,2,9.76,22.44,3,9.72,22.51,4,9.73,22.70
1,9.75,32.11,2,9.77,32.21,3,9.79,32.30,4,9.73,32.43
1,9.48,41.59,3,9.47,41.68,2,9.35,41.65,4,9.53,41.96
1,9.21,50.80,3,9.21,50.89,2,9.22,50.87,4,9.39,51.35
1,9.28,1:00.08,3,9.57,1:00.46,2,9.46,1:00.33,4,9.45,1:00.80
1,9.40,1:09.48,3,9.64,1:10.10,2,9.66,1:09.99,4,9.69,1:10.49
1,9.57,1:19.05,3,9.81,1:19.91,2,9.85,1:19.84,4,10.05,1:20.54
1,9.68,1:28.723,2,9.78,1:29.681,3,10.02,1:29.859,4,10.50,1:31.032
