Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Keith CARROLL POSITION,Keith CARROLL LAP TIME,Keith CARROLL ELAPSED TIME
3,7.06,7.06,1,6.77,6.77,2,7.01,7.01,4,7.17,7.17
3,9.04,16.10,1,8.95,15.72,2,8.93,15.94,4,9.26,16.43
3,8.74,24.84,1,8.68,24.40,2,8.47,24.41,4,9.26,25.69
3,8.69,33.53,2,8.79,33.19,1,8.65,33.06,4,9.84,35.53
3,8.75,42.275,2,8.77,41.960,1,8.85,41.903,4,10.61,46.139
