YU Yongjun POSITION,YU Yongjun LAP TIME,YU Yongjun ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME
4,18.31,18.31,1,13.40,13.40,2,13.76,13.76,3,13.93,13.93
4,9.69,28.00,1,10.24,23.64,2,9.95,23.71,3,9.94,23.87
4,9.29,37.29,1,10.17,33.81,2,10.25,33.96,3,10.31,34.18
4,8.97,46.26,1,9.54,43.35,2,9.47,43.43,3,9.38,43.56
4,9.13,55.39,1,9.47,52.82,2,9.52,52.95,3,9.51,53.07
4,9.55,1:04.94,1,9.45,1:02.27,2,9.47,1:02.42,3,9.45,1:02.52
4,9.71,1:14.65,1,9.16,1:11.43,2,9.19,1:11.61,3,9.18,1:11.70
4,10.55,1:25.20,1,9.45,1:20.88,2,9.51,1:21.12,3,9.54,1:21.24
3,11.22,1:36.413,1,9.70,1:30.576,0,,PEN,2,9.70,1:30.938
