REN Ziwei POSITION,REN Ziwei LAP TIME,REN Ziwei ELAPSED TIME,Roberts ZVEJNIEKS POSITION,Roberts ZVEJNIEKS LAP TIME,Roberts ZVEJNIEKS ELAPSED TIME,ANDERMANN Dominic POSITION,ANDERMANN Dominic LAP TIME,ANDERMANN Dominic ELAPSED TIME,Tarik OMERAGIC POSITION,Tarik OMERAGIC LAP TIME,Tarik OMERAGIC ELAPSED TIME,Fabrice DUFBERG SUH POSITION,Fabrice DUFBERG SUH LAP TIME,Fabrice DUFBERG SUH ELAPSED TIME
1,6.74,6.74,2,6.87,6.87,4,7.38,7.38,5,7.55,7.55,3,7.08,7.08
1,8.81,15.55,2,8.87,15.74,3,9.41,16.79,4,9.40,16.95,5,24.25,31.33
1,8.52,24.07,2,8.48,24.22,3,9.02,25.81,4,9.06,26.01,5,16.52,47.85
1,8.57,32.64,2,8.66,32.88,3,9.28,35.09,4,9.21,35.22,5,11.29,59.14
1,8.80,41.44,2,8.96,41.84,3,9.56,44.65,4,9.63,44.85,5,11.82,1:10.96
