SONG Haochen POSITION,SONG Haochen LAP TIME,SONG Haochen ELAPSED TIME,Michael PICKUP POSITION,Michael PICKUP LAP TIME,Michael PICKUP ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME,Daniel ZASTRUGOV POSITION,Daniel ZASTRUGOV LAP TIME,Daniel ZASTRUGOV ELAPSED TIME,Max BACKSTROM POSITION,Max BACKSTROM LAP TIME,Max BACKSTROM ELAPSED TIME
1,13.76,13.76,3,14.01,14.01,2,13.91,13.91,5,14.48,14.48,4,14.18,14.18
1,10.27,24.03,3,10.24,24.25,2,10.24,24.15,5,10.15,24.63,4,10.31,24.49
1,9.67,33.70,3,9.69,33.94,2,9.69,33.84,5,9.59,34.22,4,9.60,34.09
1,9.50,43.20,3,9.46,43.40,2,9.47,43.31,5,9.75,43.97,4,9.69,43.78
1,9.38,52.58,3,9.43,52.83,2,9.41,52.72,5,9.69,53.66,4,9.67,53.45
1,9.31,1:01.89,3,9.28,1:02.11,2,9.28,1:02.00,5,9.77,1:03.43,4,9.96,1:03.41
1,9.23,1:11.12,3,9.35,1:11.46,2,9.27,1:11.27,4,10.02,1:13.45,5,10.34,1:13.75
1,9.34,1:20.46,3,9.70,1:21.16,2,9.32,1:20.59,4,10.52,1:23.97,5,10.58,1:24.33
1,9.61,1:30.07,3,9.90,1:31.06,2,9.60,1:30.19,4,10.97,1:34.925,5,10.87,1:35.183
