Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME,WILCZYK Szymon POSITION,WILCZYK Szymon LAP TIME,WILCZYK Szymon ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME
1,6.89,6.89,3,7.33,7.33,4,7.38,7.38,2,6.98,6.98,5,7.51,7.51
1,9.15,16.04,3,9.22,16.55,4,9.33,16.71,2,9.14,16.12,5,9.33,16.84
1,8.50,24.54,3,8.39,24.94,5,8.65,25.36,2,8.50,24.62,4,8.49,25.33
1,8.72,33.26,3,8.53,33.47,5,8.88,34.24,2,8.71,33.33,4,8.63,33.96
1,8.78,42.032,3,8.77,42.237,5,8.96,43.193,2,8.82,42.149,4,8.70,42.656
