Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME,SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,Jamie MACDONALD POSITION,Jamie MACDONALD LAP TIME,Jamie MACDONALD ELAPSED TIME,Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME,HAN Yu Tong POSITION,HAN Yu Tong LAP TIME,HAN Yu Tong ELAPSED TIME,Anastassiya KRESTOVA POSITION,Anastassiya KRESTOVA LAP TIME,Anastassiya KRESTOVA ELAPSED TIME
2,13.95,13.95,3,14.04,14.04,1,13.79,13.79,5,14.15,14.15,4,14.08,14.08,6,14.32,14.32
3,10.08,24.03,4,10.10,24.14,2,10.18,23.97,5,10.17,24.32,1,9.77,23.85,6,10.14,24.46
1,9.53,33.56,3,9.62,33.76,2,9.68,33.65,5,9.67,33.99,4,10.03,33.88,6,9.66,34.12
1,9.73,43.29,3,9.59,43.35,2,9.69,43.34,5,9.66,43.65,4,9.65,43.53,6,9.65,43.77
1,9.53,52.82,3,9.57,52.92,2,9.49,52.83,5,9.51,53.16,4,9.51,53.04,6,9.52,53.29
1,9.34,1:02.16,3,9.47,1:02.39,2,9.46,1:02.29,5,9.50,1:02.66,4,9.48,1:02.52,6,9.42,1:02.71
1,9.47,1:11.63,3,9.42,1:11.81,2,9.43,1:11.72,5,9.30,1:11.96,4,9.37,1:11.89,6,9.38,1:12.09
1,9.36,1:20.99,3,9.31,1:21.12,2,9.36,1:21.08,5,9.42,1:21.38,4,9.35,1:21.24,6,9.31,1:21.40
1,9.41,1:30.369,2,9.35,1:30.448,3,9.53,1:30.537,5,9.30,1:30.664,4,9.33,1:30.562,6,9.40,1:30.791
