SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,Caroline TRUCHON POSITION,Caroline TRUCHON LAP TIME,Caroline TRUCHON ELAPSED TIME,KONG Xue POSITION,KONG Xue LAP TIME,KONG Xue ELAPSED TIME,Olga BELYAKOVA POSITION,Olga BELYAKOVA LAP TIME,Olga BELYAKOVA ELAPSED TIME
3,12.97,12.97,1,12.74,12.74,4,12.99,12.99,2,12.76,12.76
4,9.58,22.55,2,9.52,22.26,3,9.42,22.41,1,9.42,22.18
1,9.24,31.79,3,9.65,31.91,4,9.58,31.99,2,9.62,31.80
1,9.18,40.97,3,9.31,41.22,4,9.32,41.31,2,9.29,41.09
1,9.47,50.44,3,9.41,50.63,4,9.43,50.74,2,9.44,50.53
1,9.48,59.92,3,9.50,1:00.13,4,9.50,1:00.24,2,9.48,1:00.01
1,9.54,1:09.46,3,9.56,1:09.69,4,9.53,1:09.77,2,9.54,1:09.55
1,9.59,1:19.05,4,9.76,1:19.45,3,9.58,1:19.35,2,9.60,1:19.15
1,9.80,1:28.843,4,10.20,1:29.647,3,9.88,1:29.230,2,9.77,1:28.911
