Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Gregory DURAND POSITION,Gregory DURAND LAP TIME,Gregory DURAND ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME
3,14.360,14.360,2,14.320,14.320,4,14.440,14.440,1,14.170,14.170
2,10.800,25.170,3,10.920,25.240,4,10.890,25.330,1,10.930,25.100
3,10.210,35.380,2,9.940,35.180,1,9.810,35.140,4,10.430,35.530
1,9.930,45.320,3,10.230,45.420,2,10.210,45.360,4,9.990,45.530
1,10.180,55.500,2,10.190,55.610,3,10.300,55.660,4,10.170,55.700
1,10.200,1:05.710,4,10.340,1:05.950,2,10.230,1:05.900,3,10.190,1:05.900
1,10.130,1:15.840,2,10.000,1:15.950,3,10.110,1:16.010,4,10.120,1:16.020
1,10.060,1:25.910,3,10.250,1:26.210,4,10.360,1:26.380,2,10.060,1:26.090
1,10.090,1:36.000,2,9.880,1:36.090,4,10.360,1:36.750,3,10.140,1:36.230
