WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,HONG Kyung Hwan POSITION,HONG Kyung Hwan LAP TIME,HONG Kyung Hwan ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME
1,6.76,6.76,2,6.87,6.87,4,7.14,7.14,3,7.05,7.05,5,7.17,7.17
1,8.75,15.51,2,8.73,15.60,3,8.67,15.81,4,8.77,15.82,5,8.91,16.08
1,8.29,23.80,2,8.34,23.94,4,8.34,24.15,3,8.30,24.12,5,8.40,24.48
1,8.32,32.12,2,8.37,32.31,4,8.53,32.68,3,8.50,32.62,5,8.53,33.01
1,8.57,40.69,2,8.50,40.81,3,8.46,41.118,4,8.63,41.235,5,8.97,41.958
