CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,KAZHGALI Nurtilek POSITION,KAZHGALI Nurtilek LAP TIME,KAZHGALI Nurtilek ELAPSED TIME,VIGANTS Endijs POSITION,VIGANTS Endijs LAP TIME,VIGANTS Endijs ELAPSED TIME,Aaron HEO POSITION,Aaron HEO LAP TIME,Aaron HEO ELAPSED TIME,LUEDTKE Adrian POSITION,LUEDTKE Adrian LAP TIME,LUEDTKE Adrian ELAPSED TIME
2,13.91,13.91,3,14.04,14.04,5,14.33,14.33,4,14.18,14.18,1,13.76,13.76
1,10.10,24.01,3,10.08,24.12,4,9.85,24.18,5,10.07,24.25,2,10.29,24.05
1,9.56,33.57,3,9.58,33.70,4,9.73,33.91,5,9.76,34.01,2,9.62,33.67
1,9.47,43.04,2,9.42,43.12,5,9.70,43.61,4,9.25,43.26,3,9.56,43.23
1,9.37,52.41,2,9.38,52.50,5,9.52,53.13,4,9.49,52.75,3,9.38,52.61
1,9.27,1:01.68,2,9.26,1:01.76,5,9.50,1:02.63,4,9.21,1:01.96,3,9.18,1:01.79
1,8.96,1:10.64,3,9.16,1:10.92,5,9.82,1:12.45,4,9.13,1:11.09,2,9.03,1:10.82
1,8.92,1:19.56,3,9.07,1:19.99,5,10.19,1:22.64,4,9.19,1:20.28,2,9.11,1:19.93
1,9.21,1:28.77,3,9.50,1:29.493,5,10.73,1:33.377,4,9.59,1:29.871,2,9.33,1:29.269
