Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,GOEMINNE Gert-Jan POSITION,GOEMINNE Gert-Jan LAP TIME,GOEMINNE Gert-Jan ELAPSED TIME,Ariff Rasydan MOHAMAD FADZLI POSITION,Ariff Rasydan MOHAMAD FADZLI LAP TIME,Ariff Rasydan MOHAMAD FADZLI ELAPSED TIME,Davut TAHTACI POSITION,Davut TAHTACI LAP TIME,Davut TAHTACI ELAPSED TIME,ARADHYA Akash POSITION,ARADHYA Akash LAP TIME,ARADHYA Akash ELAPSED TIME
1,6.96,6.96,2,7.14,7.14,4,7.72,7.72,5,7.76,7.76,3,7.34,7.34
1,8.93,15.89,2,9.13,16.27,5,9.74,17.46,4,9.38,17.14,3,9.05,16.39
1,8.50,24.39,2,8.75,25.02,5,9.36,26.82,4,8.80,25.94,3,8.72,25.11
1,8.60,32.99,2,8.91,33.93,5,9.53,36.35,4,8.84,34.78,3,8.93,34.04
1,8.70,41.675,2,9.25,43.177,5,10.02,46.349,4,9.19,43.962,3,9.25,43.280
