Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME,David Mano LOTH POSITION,David Mano LOTH LAP TIME,David Mano LOTH ELAPSED TIME,Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME
2,6.932,6.932,3,7.117,7.117,4,7.350,7.350,1,6.891,6.891
3,9.412,16.343,2,9.226,16.342,4,9.365,16.715,1,9.035,15.926
3,8.831,25.174,1,8.623,24.964,4,8.970,25.684,2,9.055,24.980
2,9.026,34.199,1,8.989,33.953,4,9.247,34.930,3,9.259,34.239
3,9.48,43.676,1,9.53,43.477,4,9.85,44.775,2,9.30,43.532
