Alex STANLEY POSITION,Alex STANLEY LAP TIME,Alex STANLEY ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Ainara EQUISOAIN POSITION,Ainara EQUISOAIN LAP TIME,Ainara EQUISOAIN ELAPSED TIME,de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME
1,13.37,13.37,2,13.47,13.47,4,13.70,13.70,3,13.56,13.56
1,10.59,23.96,2,10.60,24.07,4,10.57,24.27,3,10.61,24.17
1,10.83,34.79,2,10.81,34.88,4,10.78,35.05,3,10.80,34.97
1,10.99,45.78,2,11.01,45.89,4,11.07,46.12,3,11.02,45.99
1,11.01,56.79,2,11.02,56.91,4,10.98,57.10,3,11.02,57.01
1,11.05,1:07.84,2,11.04,1:07.95,4,11.06,1:08.16,3,11.04,1:08.05
1,10.73,1:18.57,2,10.71,1:18.66,4,10.81,1:18.97,3,10.63,1:18.68
3,10.88,1:29.45,1,10.03,1:28.69,4,10.76,1:29.73,2,10.12,1:28.80
3,10.65,1:40.092,1,10.19,1:38.875,4,10.71,1:40.440,2,10.16,1:38.953
