Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,LEE Seung-Hoon POSITION,LEE Seung-Hoon LAP TIME,LEE Seung-Hoon ELAPSED TIME,LIU Xiao Liang POSITION,LIU Xiao Liang LAP TIME,LIU Xiao Liang ELAPSED TIME
1,6.770,6.770,2,6.810,6.810,4,7.370,7.370,3,7.000,7.000
1,8.970,15.740,2,8.960,15.770,4,8.960,16.340,3,9.120,16.130
1,8.610,24.350,2,8.590,24.360,4,8.460,24.800,3,8.400,24.530
2,8.920,33.270,1,8.860,33.230,4,8.710,33.510,3,8.870,33.400
1,9.260,42.540,4,20.920,54.150,2,9.260,42.780,3,17.100,50.510
