Vera ANTANENKA POSITION,Vera ANTANENKA LAP TIME,Vera ANTANENKA ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,YANG Shin-Young POSITION,YANG Shin-Young LAP TIME,YANG Shin-Young ELAPSED TIME,Andrea KESZLER POSITION,Andrea KESZLER LAP TIME,Andrea KESZLER ELAPSED TIME
3,14.30,14.30,4,14.41,14.41,1,14.08,14.08,2,14.17,14.17
3,11.19,25.49,4,11.23,25.64,1,11.19,25.27,2,11.20,25.37
3,10.40,35.89,4,10.34,35.98,1,10.41,35.68,2,10.41,35.78
3,10.32,46.21,4,10.29,46.27,1,10.31,45.99,2,10.32,46.10
3,10.09,56.30,4,10.15,56.42,1,10.06,56.05,2,10.05,56.15
3,9.59,1:05.89,4,9.58,1:06.00,1,9.63,1:05.68,2,9.62,1:05.77
3,9.70,1:15.59,4,9.65,1:15.65,1,9.70,1:15.38,2,9.71,1:15.48
4,9.97,1:25.56,3,9.90,1:25.55,1,9.84,1:25.22,2,9.95,1:25.43
4,9.97,1:35.528,2,9.59,1:35.132,1,9.72,1:34.934,3,9.97,1:35.391
