Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Pavel RYBAKOV POSITION,Pavel RYBAKOV LAP TIME,Pavel RYBAKOV ELAPSED TIME,LUI Pan To Barton POSITION,LUI Pan To Barton LAP TIME,LUI Pan To Barton ELAPSED TIME
2,13.08,13.08,4,13.26,13.26,3,13.17,13.17,1,12.97,12.97
1,9.58,22.66,4,9.70,22.96,3,9.67,22.84,2,9.77,22.74
1,9.81,32.47,4,9.74,32.70,2,9.72,32.56,3,9.83,32.57
1,9.75,42.22,4,9.82,42.52,2,9.79,42.35,3,9.86,42.43
1,9.55,51.77,4,9.80,52.32,2,9.54,51.89,3,9.78,52.21
1,9.20,1:00.97,4,9.47,1:01.79,2,9.22,1:01.11,3,9.46,1:01.67
1,9.13,1:10.10,4,9.34,1:11.13,2,9.25,1:10.36,3,9.37,1:11.04
1,9.46,1:19.56,4,9.59,1:20.72,2,9.60,1:19.96,3,9.54,1:20.58
4,25.27,1:44.829,3,9.92,1:30.633,1,10.19,1:30.150,2,9.91,1:30.481
