CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME
1,12.73,12.73,4,12.98,12.98,3,12.86,12.86,2,12.81,12.81,5,13.05,13.05
1,9.74,22.47,4,9.77,22.75,3,9.75,22.61,2,9.77,22.58,5,9.84,22.89
1,9.46,31.93,3,9.37,32.12,4,9.54,32.15,2,9.48,32.06,5,9.42,32.31
1,9.70,41.63,3,9.75,41.87,4,9.74,41.89,2,9.70,41.76,5,9.62,41.93
1,9.55,51.18,5,9.80,51.67,4,9.65,51.54,2,9.56,51.32,3,9.50,51.43
1,9.50,1:00.68,5,9.51,1:01.18,4,9.47,1:01.01,2,9.47,1:00.79,3,9.48,1:00.91
1,9.38,1:10.06,5,9.59,1:10.77,4,9.46,1:10.47,2,9.42,1:10.21,3,9.40,1:10.31
1,9.38,1:19.44,5,9.84,1:20.61,4,9.44,1:19.91,2,9.46,1:19.67,3,9.45,1:19.76
1,9.60,1:29.037,4,10.26,1:30.869,3,9.81,1:29.719,2,9.67,1:29.339,5,21.03,1:40.790
