Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME,TIKHONOVA Olga POSITION,TIKHONOVA Olga LAP TIME,TIKHONOVA Olga ELAPSED TIME,Safiya VLASOVA POSITION,Safiya VLASOVA LAP TIME,Safiya VLASOVA ELAPSED TIME,KIM Alang POSITION,KIM Alang LAP TIME,KIM Alang ELAPSED TIME
1,7.34,7.34,4,8.60,8.60,3,7.80,7.80,2,7.59,7.59
1,9.72,17.06,4,10.55,19.15,3,10.00,17.80,2,9.58,17.17
2,9.20,26.26,4,10.11,29.26,3,9.83,27.63,1,9.00,26.17
2,9.29,35.55,4,10.25,39.51,3,10.02,37.65,1,9.29,35.46
2,9.51,45.057,4,10.47,49.977,3,10.43,48.074,1,9.40,44.854
