Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,EFREMENKOVA Ekaterina POSITION,EFREMENKOVA Ekaterina LAP TIME,EFREMENKOVA Ekaterina ELAPSED TIME,ASCIC Valentina POSITION,ASCIC Valentina LAP TIME,ASCIC Valentina ELAPSED TIME,Talya KAYE POSITION,Talya KAYE LAP TIME,Talya KAYE ELAPSED TIME,Tereza PFEIFEROVA POSITION,Tereza PFEIFEROVA LAP TIME,Tereza PFEIFEROVA ELAPSED TIME
1,7.26,7.26,2,7.50,7.50,3,7.80,7.80,5,8.22,8.22,4,7.82,7.82
1,9.42,16.68,2,9.39,16.89,3,9.74,17.54,5,10.04,18.26,4,9.80,17.62
1,9.02,25.70,2,8.98,25.87,3,9.41,26.95,5,9.53,27.79,4,9.40,27.02
1,9.10,34.80,2,9.05,34.92,3,9.69,36.64,5,9.77,37.56,4,9.67,36.69
1,9.33,44.13,2,9.30,44.22,3,9.89,46.53,5,10.17,47.73,4,9.95,46.64
