FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME,KONG Sangjeong POSITION,KONG Sangjeong LAP TIME,KONG Sangjeong ELAPSED TIME
1,7.09,7.09,3,7.61,7.61,2,7.55,7.55,4,7.71,7.71
1,9.29,16.38,3,9.52,17.13,2,9.43,16.98,4,9.58,17.29
1,8.97,25.35,3,9.06,26.19,2,9.03,26.01,4,8.99,26.28
1,9.10,34.45,3,9.16,35.35,2,9.03,35.04,4,9.16,35.44
1,9.40,43.846,3,9.42,44.767,2,9.18,44.216,4,9.37,44.804
