WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,YANG Shin-Young POSITION,YANG Shin-Young LAP TIME,YANG Shin-Young ELAPSED TIME,Anne MALTAIS POSITION,Anne MALTAIS LAP TIME,Anne MALTAIS ELAPSED TIME,NIKOLOVA  (DUPL) Marina POSITION,NIKOLOVA  (DUPL) Marina LAP TIME,NIKOLOVA  (DUPL) Marina ELAPSED TIME,Alyson DUDEK POSITION,Alyson DUDEK LAP TIME,Alyson DUDEK ELAPSED TIME
0,,,0,,,0,,,0,,,0,,
0,,,0,,,0,,,0,,,0,,
0,,,0,,,0,,,0,,,0,,
0,,,0,,,0,,,0,,,0,,
1,,43.655,2,,43.992,4,,44.620,5,,44.708,3,,44.500
