Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,Carly WILSON POSITION,Carly WILSON LAP TIME,Carly WILSON ELAPSED TIME,Evita KRIEVANE POSITION,Evita KRIEVANE LAP TIME,Evita KRIEVANE ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME
2,7.920,7.920,1,7.827,7.827,3,8.148,8.148,4,8.323,8.323
2,10.045,17.964,1,10.133,17.959,3,9.985,18.132,4,9.948,18.270
2,9.697,27.661,1,9.681,27.640,3,9.782,27.914,4,9.969,28.239
3,10.183,37.844,1,9.834,37.473,2,9.740,37.654,4,10.148,38.387
3,10.04,47.875,2,10.24,47.707,1,9.45,47.103,4,10.32,48.703
