Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,Zachary BIGGS POSITION,Zachary BIGGS LAP TIME,Zachary BIGGS ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,GOEMINNE Gert-Jan POSITION,GOEMINNE Gert-Jan LAP TIME,GOEMINNE Gert-Jan ELAPSED TIME,Salvijus RAMANAUSKAS POSITION,Salvijus RAMANAUSKAS LAP TIME,Salvijus RAMANAUSKAS ELAPSED TIME
1,6.76,6.76,5,8.03,8.03,2,7.05,7.05,3,7.13,7.13,4,7.33,7.33
1,9.14,15.90,5,11.16,19.19,2,9.12,16.17,2,9.04,16.17,4,9.55,16.88
1,8.49,24.39,5,9.44,28.63,2,8.48,24.65,3,8.74,24.91,4,9.16,26.04
1,8.76,33.15,5,9.67,38.30,2,9.00,33.65,2,8.74,33.65,4,9.63,35.67
1,8.97,42.195,5,10.44,48.827,2,9.04,42.596,3,9.00,42.708,4,10.12,45.79
