Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,PARK Ji Won POSITION,PARK Ji Won LAP TIME,PARK Ji Won ELAPSED TIME,TRAN Aaron POSITION,TRAN Aaron LAP TIME,TRAN Aaron ELAPSED TIME,Alex VARNYU POSITION,Alex VARNYU LAP TIME,Alex VARNYU ELAPSED TIME,Billy SIMMS POSITION,Billy SIMMS LAP TIME,Billy SIMMS ELAPSED TIME
2,12.80,12.80,1,12.68,12.68,4,12.91,12.91,3,12.87,12.87,5,13.01,13.01
4,9.57,22.37,1,9.46,22.14,2,9.31,22.22,3,9.39,22.26,5,9.47,22.48
4,9.33,31.70,1,9.26,31.40,2,9.33,31.55,3,9.40,31.66,5,9.34,31.82
4,9.36,41.06,1,9.44,40.84,2,9.40,40.95,3,9.39,41.05,5,9.38,41.20
2,8.90,49.96,1,8.99,49.83,3,9.13,50.08,4,9.07,50.12,5,9.08,50.28
2,9.04,59.00,1,9.04,58.87,4,9.12,59.20,3,8.98,59.10,5,9.08,59.36
2,9.12,1:08.12,1,9.12,1:07.99,4,9.10,1:08.30,3,9.13,1:08.23,5,9.22,1:08.58
2,8.96,1:17.08,1,8.95,1:16.94,4,8.99,1:17.29,3,9.04,1:17.27,5,9.74,1:18.32
2,8.95,1:26.03,1,8.99,1:25.93,3,8.82,1:26.11,4,9.39,1:26.66,5,10.48,1:28.80
