Edin BRANKOVIC POSITION,Edin BRANKOVIC LAP TIME,Edin BRANKOVIC ELAPSED TIME,ANDERMANN Dominic POSITION,ANDERMANN Dominic LAP TIME,ANDERMANN Dominic ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Roberts ZVEJNIEKS POSITION,Roberts ZVEJNIEKS LAP TIME,Roberts ZVEJNIEKS ELAPSED TIME
4,12.50,12.50,3,12.27,12.27,2,12.13,12.13,5,12.62,12.62,1,11.87,11.87
5,9.01,21.51,3,8.96,21.23,2,9.00,21.13,4,8.73,21.35,1,9.07,20.94
5,9.02,30.53,3,9.04,30.27,2,9.04,30.17,4,9.02,30.37,1,9.10,30.04
5,9.04,39.57,3,9.00,39.27,2,9.00,39.17,4,9.01,39.38,1,9.03,39.07
5,9.09,48.66,4,8.96,48.23,2,8.90,48.07,3,8.83,48.21,1,8.99,48.06
5,9.40,58.06,4,9.30,57.53,1,9.16,57.23,3,9.22,57.43,2,9.25,57.31
5,9.60,1:07.66,4,9.34,1:06.87,2,9.34,1:06.57,1,9.13,1:06.56,3,9.36,1:06.67
5,9.96,1:17.62,4,10.11,1:16.98,2,9.51,1:16.08,1,9.10,1:15.66,3,9.48,1:16.15
5,10.12,1:27.720,4,10.34,1:27.298,2,9.67,1:25.725,1,9.29,1:24.935,3,9.69,1:25.822
