Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Ingmar van RIEL POSITION,Ingmar van RIEL LAP TIME,Ingmar van RIEL ELAPSED TIME,Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME
1,6.69,6.69,2,6.78,6.78,3,6.91,6.91,4,7.06,7.06
2,9.22,15.91,1,9.11,15.89,3,9.13,16.04,4,9.20,16.27
1,8.68,24.60,3,8.98,24.88,2,8.76,24.81,4,8.74,25.01
1,8.76,33.37,4,8.97,33.86,2,8.83,33.65,3,8.81,33.83
1,9.23,42.596,2,8.82,42.672,3,9.42,43.070,4,9.34,43.165
