Mika OZAWA POSITION,Mika OZAWA LAP TIME,Mika OZAWA ELAPSED TIME,Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME,Sanne van KERKHOF POSITION,Sanne van KERKHOF LAP TIME,Sanne van KERKHOF ELAPSED TIME,HAN Yueshuang POSITION,HAN Yueshuang LAP TIME,HAN Yueshuang ELAPSED TIME
1,14.02,14.02,2,14.18,14.18,4,14.48,14.48,3,14.32,14.32
1,10.85,24.88,2,10.84,25.03,3,10.66,25.15,4,10.86,25.18
1,10.32,35.20,2,10.30,35.34,4,10.54,35.69,3,10.36,35.55
2,10.48,45.69,1,10.28,45.62,4,10.11,45.80,3,10.20,45.75
1,9.96,55.65,2,10.20,55.82,3,10.11,55.91,4,10.22,55.97
1,10.13,1:05.78,2,10.11,1:05.94,4,10.17,1:06.09,3,10.11,1:06.08
1,10.18,1:15.96,2,10.15,1:16.09,4,10.21,1:16.31,3,10.11,1:16.20
1,9.92,1:25.89,2,10.21,1:26.30,4,10.30,1:26.61,3,10.32,1:26.52
1,10.51,1:36.400,2,10.22,1:36.514,4,10.65,1:37.252,3,10.60,1:37.112
