LEE Seung-Jae POSITION,LEE Seung-Jae LAP TIME,LEE Seung-Jae ELAPSED TIME,Mark JACKSON POSITION,Mark JACKSON LAP TIME,Mark JACKSON ELAPSED TIME,Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME,Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME
1,6.736,6.736,3,7.031,7.031,4,7.263,7.263,2,6.959,6.959
1,9.133,15.869,2,9.264,16.294,4,9.269,16.532,3,9.344,16.302
1,9.066,24.935,2,9.102,25.396,4,8.919,25.450,3,9.119,25.421
1,9.164,34.099,4,9.324,34.719,2,9.168,34.618,3,9.219,34.640
1,9.64,43.735,4,9.68,44.391,3,9.64,44.257,2,9.54,44.174
