ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME,KONG Sangjeong POSITION,KONG Sangjeong LAP TIME,KONG Sangjeong ELAPSED TIME,MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME,Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME
1,14.17,14.17,2,14.27,14.27,3,14.43,14.43,4,14.51,14.51
1,11.65,25.82,2,11.68,25.95,4,11.61,26.04,3,11.52,26.03
1,10.94,36.76,2,10.91,36.86,3,10.92,36.96,4,11.01,37.04
1,10.23,46.99,2,10.23,47.09,3,10.22,47.18,4,10.25,47.29
1,10.06,57.05,2,10.04,57.13,3,10.05,57.23,4,10.05,57.34
1,9.60,1:06.65,2,9.57,1:06.70,3,9.50,1:06.73,4,9.50,1:06.84
2,9.58,1:16.23,1,9.29,1:15.99,3,9.62,1:16.35,4,9.69,1:16.53
2,9.60,1:25.83,1,9.45,1:25.44,3,9.63,1:25.98,4,9.65,1:26.18
2,9.72,1:35.549,1,9.78,1:35.213,3,9.64,1:35.619,4,9.59,1:35.766
