Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Tamara FREDERICK POSITION,Tamara FREDERICK LAP TIME,Tamara FREDERICK ELAPSED TIME
2,7.47,7.47,1,7.24,7.24,3,7.60,7.60,4,7.79,7.79,5,8.13,8.13
2,9.54,17.01,1,9.40,16.64,3,9.53,17.13,4,9.51,17.30,5,9.71,17.84
2,8.91,25.92,1,8.99,25.63,3,9.05,26.18,4,8.98,26.28,5,8.97,26.81
2,9.11,35.03,1,9.22,34.85,3,9.19,35.37,4,9.19,35.47,5,9.24,36.05
2,9.38,44.402,1,9.46,44.304,4,9.61,44.979,3,9.46,44.930,5,9.59,45.640
