HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,Eduardo ALVAREZ POSITION,Eduardo ALVAREZ LAP TIME,Eduardo ALVAREZ ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME
1,12.37,12.37,4,12.65,12.65,3,12.52,12.52,2,12.37,12.37
4,14.08,26.45,2,9.19,21.84,3,11.19,23.71,1,9.21,21.58
4,14.80,41.25,1,9.20,31.04,3,12.67,36.38,2,9.53,31.11
4,10.80,52.05,1,8.81,39.85,3,10.35,46.73,2,8.80,39.91
4,9.79,1:01.84,1,8.98,48.83,3,9.63,56.36,2,8.97,48.88
4,9.36,1:11.20,1,9.02,57.85,3,10.29,1:06.65,2,9.03,57.91
4,9.38,1:20.58,1,9.19,1:07.04,3,11.18,1:17.83,2,9.18,1:07.09
4,9.39,1:29.97,1,9.43,1:16.47,3,11.04,1:28.87,2,9.48,1:16.57
4,10.44,1:40.408,1,9.20,1:25.666,3,10.23,1:39.092,2,9.13,1:25.695
