CHENG Eric I POSITION,CHENG Eric I LAP TIME,CHENG Eric I ELAPSED TIME,Steve ROBILLARD POSITION,Steve ROBILLARD LAP TIME,Steve ROBILLARD ELAPSED TIME,Matthieu de BOISSET POSITION,Matthieu de BOISSET LAP TIME,Matthieu de BOISSET ELAPSED TIME,AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME
2,12.999,12.999,4,13.055,13.055,1,12.415,12.415,3,13.009,13.009
4,9.894,22.892,2,9.153,22.208,1,9.495,21.909,3,9.344,22.353
4,9.987,32.879,2,9.345,31.553,1,9.575,31.484,3,9.333,31.685
4,9.930,42.808,3,9.830,41.382,1,9.535,41.018,2,9.617,41.302
4,9.792,52.600,3,9.761,51.143,1,9.791,50.809,2,9.813,51.114
4,10.468,1:03.068,2,9.873,1:01.016,1,9.995,1:00.804,3,9.937,1:01.051
4,10.837,1:13.905,2,10.042,1:11.057,1,10.008,1:10.811,3,10.085,1:11.136
4,10.913,1:24.818,3,9.849,1:20.906,1,9.671,1:20.482,2,9.626,1:20.762
4,11.46,1:36.277,1,9.70,1:30.604,3,10.80,1:31.281,2,9.93,1:30.686
