Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,LIU Xiao Liang POSITION,LIU Xiao Liang LAP TIME,LIU Xiao Liang ELAPSED TIME,LEE Seung-Hoon POSITION,LEE Seung-Hoon LAP TIME,LEE Seung-Hoon ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME
2,6.860,6.860,1,6.850,6.850,3,7.080,7.080,4,7.190,7.190
2,9.000,15.870,1,9.000,15.850,3,9.020,16.100,4,9.180,16.380
1,8.620,24.490,3,8.820,24.680,2,8.510,24.620,4,8.580,24.960
1,8.800,33.300,2,8.800,33.480,3,8.880,33.500,4,8.790,33.760
4,9.580,42.880,3,9.150,42.640,2,9.030,42.540,1,8.370,42.140
