NOH Ah Rum POSITION,NOH Ah Rum LAP TIME,NOH Ah Rum ELAPSED TIME,KIKUCHI Yuki POSITION,KIKUCHI Yuki LAP TIME,KIKUCHI Yuki ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Iong A KIM POSITION,Iong A KIM LAP TIME,Iong A KIM ELAPSED TIME
3,13.77,13.77,1,13.68,13.68,2,13.75,13.75,4,13.88,13.88,5,13.98,13.98
2,10.54,24.31,3,10.68,24.36,1,10.50,24.25,4,10.63,24.51,5,10.60,24.58
1,9.88,34.19,3,9.94,34.30,2,10.02,34.27,4,9.91,34.42,5,9.94,34.52
1,9.86,44.05,2,9.88,44.18,3,10.03,44.30,4,10.04,44.46,5,10.03,44.55
1,9.63,53.68,2,9.60,53.78,3,9.59,53.89,4,9.55,54.01,5,9.54,54.09
1,9.48,1:03.16,2,9.48,1:03.26,3,9.41,1:03.30,4,9.42,1:03.43,5,9.44,1:03.53
2,9.36,1:12.52,3,9.37,1:12.63,1,9.19,1:12.49,4,9.31,1:12.74,5,9.31,1:12.84
2,9.28,1:21.80,3,9.29,1:21.92,1,9.13,1:21.62,4,9.25,1:21.99,5,9.30,1:22.14
0,9.33,1:31.13,0,9.22,1:31.14,1,9.35,1:30.97,4,9.18,1:31.17,5,9.52,1:31.66
