HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,Andras SZIKLASI POSITION,Andras SZIKLASI LAP TIME,Andras SZIKLASI ELAPSED TIME,Davut TAHTACI POSITION,Davut TAHTACI LAP TIME,Davut TAHTACI ELAPSED TIME,AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME,KIM Dagyeom POSITION,KIM Dagyeom LAP TIME,KIM Dagyeom ELAPSED TIME
1,6.69,6.69,4,7.22,7.22,5,7.42,7.42,3,7.00,,2,6.82,
1,8.74,15.43,4,9.06,16.28,5,9.00,16.42,3,8.57,,2,8.73,
1,8.45,23.88,2,8.50,24.78,3,8.59,25.01,4,22.36,,5,24.44,
1,8.72,32.60,2,8.61,33.39,3,8.77,33.78,5,21.86,,4,17.69,
1,9.02,41.62,2,8.83,42.22,3,8.99,42.77,5,16.50,,4,16.79,1:14.47
