AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME,Yoshiaki OGURO POSITION,Yoshiaki OGURO LAP TIME,Yoshiaki OGURO ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME
2,6.99,6.99,1,6.81,6.81,3,7.12,7.12,4,7.28,7.28
2,8.93,15.92,1,8.97,15.78,3,8.94,16.06,4,8.95,16.23
2,8.55,24.47,1,8.49,24.27,3,8.52,24.58,4,8.49,24.72
2,8.71,33.18,1,8.75,33.02,3,8.74,33.32,4,8.73,33.45
2,8.89,42.07,1,9.00,42.02,3,8.85,42.153,4,19.09,52.497
