Allison BAVER POSITION,Allison BAVER LAP TIME,Allison BAVER ELAPSED TIME,Ikue TESHIGAWARA POSITION,Ikue TESHIGAWARA LAP TIME,Ikue TESHIGAWARA ELAPSED TIME,Celine LECOMPERE POSITION,Celine LECOMPERE LAP TIME,Celine LECOMPERE ELAPSED TIME,Ekaterina BELOVA POSITION,Ekaterina BELOVA LAP TIME,Ekaterina BELOVA ELAPSED TIME
1,8.016,8.016,4,8.399,8.399,2,8.111,8.111,3,8.156,8.156
2,9.855,17.870,4,9.918,18.317,3,9.903,18.014,1,9.539,17.695
1,9.282,27.152,4,9.119,27.435,2,9.294,27.307,3,9.726,27.421
1,9.273,36.425,3,9.278,36.713,2,9.383,36.690,4,9.343,36.763
1,9.48,45.904,3,10.14,46.847,2,9.28,45.967,4,29.94,1:06.699
