SCHUBERT Christoph POSITION,SCHUBERT Christoph LAP TIME,SCHUBERT Christoph ELAPSED TIME,SIGHEL Pietro POSITION,SIGHEL Pietro LAP TIME,SIGHEL Pietro ELAPSED TIME,AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME
4,7.23,7.23,1,6.95,6.95,2,6.99,6.99,3,7.19,7.19
4,8.99,16.22,2,8.94,15.89,1,8.80,15.79,3,8.81,16.00
4,8.44,24.66,2,8.32,24.21,1,8.32,24.11,3,8.23,24.23
4,8.59,33.25,3,8.59,32.80,1,8.43,32.54,2,8.46,32.69
4,8.76,42.01,3,8.69,41.49,1,8.60,41.14,2,8.53,41.22
