Ronald CALDECUTT POSITION,Ronald CALDECUTT LAP TIME,Ronald CALDECUTT ELAPSED TIME,GONG Qiuwen POSITION,GONG Qiuwen LAP TIME,GONG Qiuwen ELAPSED TIME,Selim TANRIKULU POSITION,Selim TANRIKULU LAP TIME,Selim TANRIKULU ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME
2,13.67,13.67,1,13.56,13.56,4,13.91,13.91,3,13.80,13.80
2,10.56,24.23,1,10.54,24.10,3,10.39,24.30,4,10.54,24.34
2,10.08,34.31,1,10.14,34.24,3,10.12,34.42,4,10.13,34.47
2,9.53,43.84,1,9.38,43.62,3,9.48,43.90,4,9.59,44.06
2,9.01,52.85,1,8.95,52.57,3,9.06,52.96,4,9.02,53.08
2,9.18,1:02.03,1,8.87,1:01.44,3,16.26,1:09.22,4,21.33,1:14.41
2,9.78,1:11.81,1,9.02,1:10.46,3,15.61,1:24.83,4,16.96,1:31.37
2,10.44,1:22.25,1,9.25,1:19.71,3,12.22,1:37.05,4,13.68,1:45.05
2,10.31,1:32.553,1,9.62,1:29.327,0,,PEN,3,12.44,1:57.483
