Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Evita KRIEVANE POSITION,Evita KRIEVANE LAP TIME,Evita KRIEVANE ELAPSED TIME
1,7.21,7.21,2,7.38,7.38,3,7.54,7.54,4,7.79,7.79
1,9.53,16.74,2,9.51,16.89,3,9.45,16.99,4,9.87,17.66
1,8.98,25.72,2,8.98,25.87,3,9.04,26.03,4,9.64,27.30
1,9.10,34.82,2,9.07,34.94,3,9.10,35.13,4,9.73,37.03
1,9.31,44.124,2,9.38,44.315,3,9.42,44.542,4,10.16,47.185
