LIU Heinrich POSITION,LIU Heinrich LAP TIME,LIU Heinrich ELAPSED TIME,HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,VANHOOREN Rino POSITION,VANHOOREN Rino LAP TIME,VANHOOREN Rino ELAPSED TIME,KAUFMANN-LUDWIG Leon POSITION,KAUFMANN-LUDWIG Leon LAP TIME,KAUFMANN-LUDWIG Leon ELAPSED TIME,KOIKE Katsunori POSITION,KOIKE Katsunori LAP TIME,KOIKE Katsunori ELAPSED TIME
5,14.27,14.27,2,13.82,13.82,4,14.04,14.04,2,13.82,13.82,1,13.68,13.68
5,9.65,23.92,3,9.81,23.63,4,9.71,23.75,2,9.70,23.52,1,9.71,23.39
5,9.46,33.38,2,9.22,32.85,4,9.32,33.07,3,9.42,32.94,1,9.35,32.74
5,9.65,43.03,2,9.04,41.89,4,9.09,42.16,3,9.07,42.01,1,9.06,41.80
5,10.00,53.03,1,8.79,50.68,4,8.83,50.99,3,8.86,50.87,2,9.00,50.80
5,10.53,1:03.56,1,8.87,59.55,4,8.92,59.91,3,8.93,59.80,2,8.86,59.66
5,11.05,1:14.61,1,8.81,1:08.36,3,8.78,1:08.69,4,8.93,1:08.73,2,8.95,1:08.61
5,11.83,1:26.44,1,8.89,1:17.25,2,9.15,1:17.84,4,9.46,1:18.19,3,9.49,1:18.10
5,11.74,1:38.18,1,9.11,1:26.36,2,9.11,1:26.95,3,9.61,1:27.80,4,10.00,1:28.10
