Reinis BERZINS POSITION,Reinis BERZINS LAP TIME,Reinis BERZINS ELAPSED TIME,LEE June Seo POSITION,LEE June Seo LAP TIME,LEE June Seo ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,Tunay SIMSEK POSITION,Tunay SIMSEK LAP TIME,Tunay SIMSEK ELAPSED TIME,Dan IWASA POSITION,Dan IWASA LAP TIME,Dan IWASA ELAPSED TIME
3,7.14,7.14,1,6.76,6.76,2,6.88,6.88,4,7.24,7.24,5,7.36,7.36
3,9.02,16.16,1,8.67,15.43,2,8.65,15.53,5,9.22,16.46,4,9.02,16.38
3,8.53,24.69,1,8.36,23.79,2,8.36,23.89,5,8.70,25.16,4,8.62,25.00
3,8.70,33.39,2,8.60,32.39,1,8.42,32.31,5,8.68,33.84,4,8.62,33.62
3,9.12,42.51,2,8.75,41.14,1,8.70,41.01,5,8.86,42.70,4,8.91,42.53
