LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME
1,6.77,6.77,3,6.98,6.98,2,6.98,6.98,4,7.12,7.12
1,8.92,15.69,3,9.13,16.11,2,8.90,15.88,4,9.12,16.24
1,8.43,24.12,3,8.60,24.71,2,8.41,24.29,4,8.54,24.78
1,8.57,32.69,4,9.15,33.86,2,8.54,32.83,3,8.95,33.73
1,8.84,41.527,3,9.39,43.243,2,8.84,41.662,0,,PEN
