MARTINIC Ivan POSITION,MARTINIC Ivan LAP TIME,MARTINIC Ivan ELAPSED TIME,Edin BRANKOVIC POSITION,Edin BRANKOVIC LAP TIME,Edin BRANKOVIC ELAPSED TIME,GEORGIEV Dimitar POSITION,GEORGIEV Dimitar LAP TIME,GEORGIEV Dimitar ELAPSED TIME,Bor Luka URLEP POSITION,Bor Luka URLEP LAP TIME,Bor Luka URLEP ELAPSED TIME
1,7.16,7.16,2,7.45,7.45,3,7.67,7.67,4,7.81,7.81
1,9.51,16.67,2,9.40,16.85,3,9.30,16.97,4,9.41,17.22
1,8.96,25.63,3,8.92,25.77,2,8.77,25.74,4,9.03,26.25
1,9.02,34.65,3,9.19,34.96,2,9.14,34.88,4,9.19,35.44
1,9.26,43.915,3,9.46,44.429,2,9.30,44.189,4,9.52,44.968
