Valeriya REZNIK POSITION,Valeriya REZNIK LAP TIME,Valeriya REZNIK ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME
3,7.65,7.65,1,7.11,7.11,2,7.34,7.34
3,9.87,17.52,1,9.29,16.40,2,9.51,16.85
3,9.35,26.87,1,9.04,25.44,2,9.23,26.08
3,9.57,36.44,1,9.23,34.67,2,9.36,35.44
3,9.83,46.266,1,9.57,44.232,2,9.56,45.000
