Geneve BELANGER POSITION,Geneve BELANGER LAP TIME,Geneve BELANGER ELAPSED TIME,MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME,SZILICZEI-NEMET Rebeka POSITION,SZILICZEI-NEMET Rebeka LAP TIME,SZILICZEI-NEMET Rebeka ELAPSED TIME,UZAKOVA Mariia-Mahdalyna POSITION,UZAKOVA Mariia-Mahdalyna LAP TIME,UZAKOVA Mariia-Mahdalyna ELAPSED TIME,Ashley Sook Hui CHIN POSITION,Ashley Sook Hui CHIN LAP TIME,Ashley Sook Hui CHIN ELAPSED TIME
1,14.93,14.93,4,15.22,15.22,3,15.02,15.02,2,15.00,15.00,5,15.44,15.44
1,11.12,26.05,3,11.02,26.24,4,11.29,26.31,2,11.17,26.17,5,11.33,26.77
1,10.19,36.24,3,10.21,36.45,4,10.23,36.54,2,10.17,36.34,5,11.12,37.89
1,10.37,46.61,3,10.40,46.85,4,10.39,46.93,2,10.39,46.73,5,11.74,49.63
1,10.18,56.79,2,10.08,56.93,4,10.28,57.21,3,10.43,57.16,5,12.27,1:01.90
1,9.97,1:06.76,2,9.94,1:06.87,3,10.16,1:07.37,4,10.51,1:07.67,5,12.87,1:14.77
1,9.99,1:16.75,2,9.98,1:16.85,3,10.22,1:17.59,4,10.78,1:18.45,5,13.28,1:28.05
1,10.16,1:26.91,2,10.21,1:27.06,3,10.67,1:28.26,4,11.29,1:29.74,5,12.73,1:40.78
1,10.45,1:37.356,2,10.42,1:37.475,3,10.97,1:39.228,4,12.05,1:41.783,5,12.37,1:53.147
