Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Alexander GERTSIKOV POSITION,Alexander GERTSIKOV LAP TIME,Alexander GERTSIKOV ELAPSED TIME
2,7.193,7.193,4,7.551,7.551,1,6.832,6.832,3,7.376,7.376
3,9.356,16.549,1,8.451,16.001,2,9.331,16.162,4,9.354,16.729
4,9.312,25.860,2,9.021,25.022,1,8.744,24.906,3,8.886,25.614
4,9.253,35.112,2,9.215,34.237,1,9.199,34.104,3,9.253,34.867
3,9.38,44.492,1,9.44,43.672,2,9.74,43.836,4,9.65,44.514
