BINEY Maame POSITION,BINEY Maame LAP TIME,BINEY Maame ELAPSED TIME,RUSNAKOVA Petra POSITION,RUSNAKOVA Petra LAP TIME,RUSNAKOVA Petra ELAPSED TIME,STORMOWSKA Kamila POSITION,STORMOWSKA Kamila LAP TIME,STORMOWSKA Kamila ELAPSED TIME,SOMOGYI Barbara POSITION,SOMOGYI Barbara LAP TIME,SOMOGYI Barbara ELAPSED TIME,GAERTNER Anna Katharina POSITION,GAERTNER Anna Katharina LAP TIME,GAERTNER Anna Katharina ELAPSED TIME
1,7.19,7.19,3,7.56,,2,7.38,7.38,4,8.04,8.04,5,8.15,8.15
1,9.28,16.47,3,9.50,,2,9.47,16.85,4,9.72,17.76,5,9.93,18.08
1,8.87,25.34,3,9.16,,2,9.11,25.96,4,9.36,27.12,5,9.31,27.39
1,9.16,34.50,3,9.17,,2,9.38,35.34,4,9.63,36.75,5,9.45,36.84
1,9.43,43.93,2,9.91,,3,10.29,45.63,4,10.06,46.81,4,10.11,46.950
