Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Andrea KESZLER POSITION,Andrea KESZLER LAP TIME,Andrea KESZLER ELAPSED TIME,Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME
4,23.78,23.78,2,12.86,12.86,1,12.51,12.51,5,24.37,24.37,3,13.19,13.19
4,13.69,37.47,2,9.55,22.41,1,9.82,22.33,5,14.45,38.82,3,9.49,22.68
4,12.14,49.61,2,9.97,32.38,1,9.89,32.22,5,12.78,51.60,3,9.76,32.44
4,13.24,1:02.85,2,9.69,42.07,1,9.74,41.96,5,11.89,1:03.49,3,9.70,42.14
4,12.01,1:14.86,2,9.68,51.75,1,9.60,51.56,5,12.00,1:15.49,3,9.73,51.87
4,11.69,1:26.55,2,9.71,1:01.46,1,9.61,1:01.17,5,11.50,1:26.99,3,9.69,1:01.56
4,11.72,1:38.27,2,9.88,1:11.34,1,9.68,1:10.85,5,11.49,1:38.48,3,9.91,1:11.47
4,11.50,1:49.77,2,10.01,1:21.35,1,9.83,1:20.68,5,11.49,1:49.97,3,9.99,1:21.46
0,,PEN,2,10.08,1:31.426,1,10.33,1:31.007,4,12.99,2:02.955,3,10.08,1:31.534
