Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME,Hironobu MURATAKE POSITION,Hironobu MURATAKE LAP TIME,Hironobu MURATAKE ELAPSED TIME,ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Tsvetan TSANKOV POSITION,Tsvetan TSANKOV LAP TIME,Tsvetan TSANKOV ELAPSED TIME
1,6.95,6.95,4,7.19,7.19,2,6.99,6.99,3,7.08,7.08,5,7.37,7.37
1,8.98,15.93,4,9.19,16.38,3,9.19,16.18,2,8.98,16.06,5,9.19,16.56
1,8.50,24.43,4,8.54,24.92,3,8.48,24.66,2,8.46,24.52,5,8.78,25.34
1,8.53,32.96,4,8.54,33.46,3,8.53,33.19,2,8.55,33.07,5,8.98,34.32
1,8.90,41.86,4,8.72,42.187,3,8.84,42.031,2,8.87,41.94,5,9.29,43.611
