Celine LECOMPERE POSITION,Celine LECOMPERE LAP TIME,Celine LECOMPERE ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Amelie GOULET-NADON POSITION,Amelie GOULET-NADON LAP TIME,Amelie GOULET-NADON ELAPSED TIME
1,16.316,16.316,2,16.537,16.537,3,16.584,16.584
1,11.639,27.954,3,11.700,28.236,2,11.598,28.182
1,11.723,39.677,2,11.604,39.840,3,11.678,39.860
1,11.687,51.364,3,11.738,51.578,2,11.627,51.486
1,11.534,1:02.898,2,11.632,1:03.210,3,11.737,1:03.222
2,10.969,1:13.867,1,10.514,1:13.723,3,10.660,1:13.881
3,10.044,1:23.910,1,9.757,1:23.480,2,9.610,1:23.491
3,10.173,1:34.083,2,9.615,1:33.094,1,9.582,1:33.072
3,10.31,1:44.393,1,9.75,1:42.839,2,9.83,1:42.896
