Denis BELLOTTI POSITION,Denis BELLOTTI LAP TIME,Denis BELLOTTI ELAPSED TIME,Mathieu GIROUX POSITION,Mathieu GIROUX LAP TIME,Mathieu GIROUX ELAPSED TIME,Jumpei YOSHIZAWA POSITION,Jumpei YOSHIZAWA LAP TIME,Jumpei YOSHIZAWA ELAPSED TIME,Anthony DOUGLAS POSITION,Anthony DOUGLAS LAP TIME,Anthony DOUGLAS ELAPSED TIME
0,6.624,6.624,0,6.911,6.911,0,6.815,6.815,0,7.078,7.078
0,9.334,15.959,0,9.100,16.010,0,9.268,16.082,0,9.893,16.971
0,8.759,24.718,0,8.968,24.978,0,8.835,24.917,0,8.496,25.467
0,8.903,33.621,0,9.169,34.146,0,8.859,33.776,0,9.306,34.773
0,,,0,,,0,,,0,,
