LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME
3,6.91,6.91,2,6.83,6.83,1,6.76,6.76,4,7.17,7.17
3,9.02,15.93,2,9.04,15.87,1,9.05,15.81,4,9.19,16.36
1,8.45,24.39,2,8.70,24.58,3,8.94,24.76,4,8.72,25.09
1,8.73,33.13,2,8.69,33.27,3,9.15,33.92,4,9.08,34.18
2,9.48,42.601,1,9.13,42.398,3,9.44,43.353,4,9.27,43.441
