CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Marie-Eve DROLET POSITION,Marie-Eve DROLET LAP TIME,Marie-Eve DROLET ELAPSED TIME,Biba SAKURAI POSITION,Biba SAKURAI LAP TIME,Biba SAKURAI ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME
1,12.77,12.77,2,12.85,12.85,3,12.98,12.98,4,13.10,13.10
1,10.09,22.86,2,10.02,22.87,3,10.06,23.04,4,10.06,23.16
2,9.96,32.82,1,9.92,32.79,3,9.95,32.99,4,9.97,33.13
2,9.76,42.58,1,9.69,42.48,3,9.68,42.67,4,9.65,42.78
2,10.00,52.58,1,10.02,52.50,3,10.03,52.70,4,10.08,52.86
2,9.92,1:02.50,1,9.91,1:02.41,4,9.97,1:02.67,3,9.71,1:02.57
2,9.73,1:12.23,1,9.71,1:12.12,4,9.82,1:12.49,3,9.79,1:12.36
2,9.91,1:22.14,1,9.96,1:22.08,4,9.80,1:22.29,3,9.88,1:22.24
2,9.93,1:32.063,4,10.13,1:32.209,3,9.91,1:32.197,1,9.82,1:32.054
