Yoann MARTINEZ POSITION,Yoann MARTINEZ LAP TIME,Yoann MARTINEZ ELAPSED TIME,NIESCIER Karol POSITION,NIESCIER Karol LAP TIME,NIESCIER Karol ELAPSED TIME,ZHAXYBAYEV Mersaid POSITION,ZHAXYBAYEV Mersaid LAP TIME,ZHAXYBAYEV Mersaid ELAPSED TIME,Nicolas LABORDE POSITION,Nicolas LABORDE LAP TIME,Nicolas LABORDE ELAPSED TIME,Alex NIETO-GUARASA POSITION,Alex NIETO-GUARASA LAP TIME,Alex NIETO-GUARASA ELAPSED TIME,Tobias PIETZSCH POSITION,Tobias PIETZSCH LAP TIME,Tobias PIETZSCH ELAPSED TIME,Michal CUJA POSITION,Michal CUJA LAP TIME,Michal CUJA ELAPSED TIME
5,9.15,9.15,4,9.06,9.06,2,8.85,8.85,1,8.74,,7,9.27,,3,8.94,8.94,5,9.15,
6,14.35,23.50,5,14.29,23.35,1,13.99,22.84,2,14.20,,7,14.35,,3,14.11,23.05,4,14.04,
6,12.58,36.08,5,12.60,35.95,1,12.71,35.55,3,12.79,,7,12.58,,2,12.59,35.64,4,12.66,
6,12.35,48.43,5,12.37,48.32,1,12.25,47.80,3,12.29,,7,12.45,,2,12.27,47.91,4,12.29,
5,11.40,59.83,5,11.51,59.83,1,11.58,59.38,3,11.57,,7,11.59,,2,11.58,59.49,4,11.56,
