Vera ANTANENKA POSITION,Vera ANTANENKA LAP TIME,Vera ANTANENKA ELAPSED TIME,Aida BELLA POSITION,Aida BELLA LAP TIME,Aida BELLA ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME
4,7.73,7.73,3,7.67,7.67,1,7.22,7.22,2,7.46,7.46
4,9.99,17.72,3,9.76,17.44,1,9.86,17.08,2,9.80,17.26
4,9.45,27.18,3,9.28,26.73,1,9.14,26.22,2,9.35,26.61
4,9.68,36.86,3,9.43,36.16,1,9.48,35.71,2,9.34,35.96
4,10.07,46.925,3,9.51,45.669,1,9.64,45.343,2,9.51,45.461
