Remi BEAULIEU POSITION,Remi BEAULIEU LAP TIME,Remi BEAULIEU ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Jonathan GARCIA POSITION,Jonathan GARCIA LAP TIME,Jonathan GARCIA ELAPSED TIME
2,12.31,12.31,4,12.55,12.55,3,12.45,12.45,1,12.19,12.19
1,9.79,22.10,4,9.86,22.41,3,9.83,22.28,2,9.99,22.18
2,9.86,31.96,4,9.80,32.21,3,9.83,32.11,1,9.72,31.90
2,9.56,41.52,4,9.56,41.77,3,9.54,41.65,1,9.52,41.42
2,9.48,51.00,4,9.44,51.21,3,9.45,51.10,1,9.51,50.93
2,9.35,1:00.35,4,9.34,1:00.55,3,9.35,1:00.45,1,9.32,1:00.25
1,9.05,1:09.40,4,9.12,1:09.67,3,9.08,1:09.53,2,9.15,1:09.40
1,9.09,1:18.49,2,9.03,1:18.70,3,9.17,1:18.70,4,9.85,1:19.25
1,9.31,1:27.799,2,9.24,1:27.937,3,9.30,1:27.994,4,9.97,1:29.214
